Date,T2M,WS2M,QV2M,RH2M,PREC,PS,SWRD
13/10/21,26.03,1.92,19.23,91.31,5.09,100.47,6.65
14/10/21,26.08,2.21,18.98,89.94,4.43,100.47,6.8
15/10/21,26.28,1.65,18.62,87.5,3.43,100.47,6.88
16/10/21,26.4,1.82,18.55,86.69,3.29,100.47,6.83
17/10/21,26.3,2.2,18.68,87.62,3.23,100.44,6.78
18/10/21,26.19,3.12,18.98,89.38,6.86,100.49,6.69
19/10/21,26.19,3.17,18.92,89.31,7.13,100.54,6.76
20/10/21,26.01,2.41,18.98,90.38,4.75,100.58,6.81
21/10/21,26.19,2.38,19.1,89.94,7.41,100.55,6.72
22/10/21,25.97,2.79,19.23,91.5,11.82,100.54,6.3
23/10/21,25.78,1.92,18.49,89.25,3.29,100.6,6.65
24/10/21,25.9,1.77,18.43,88.5,3.68,100.64,6.87
25/10/21,26.3,1.96,18.74,88,7.84,100.68,6.77
26/10/21,26.33,1.95,18.8,88.12,7.39,100.64,6.46
27/10/21,26.15,2.05,18.55,87.81,1.75,100.53,6.63
28/10/21,26.37,1.77,18.62,86.94,10.16,100.5,6.73
29/10/21,26.33,1.74,18.31,85.94,7.11,100.47,6.6
30/10/21,26.15,1.73,18.07,85.75,5.62,100.56,6.7
31/10/21,26.01,2.47,18.49,88.06,10.06,100.65,6.5
01/11/21,26.01,2.91,18.37,87.62,5.88,100.7,6.5
02/11/21,25.49,1.98,18.13,89.19,6.71,100.66,6.42
03/11/21,26.28,1.52,18.25,85.62,3.87,100.54,6.3
04/11/21,26.56,1.66,18.62,86.06,7.82,100.5,6.26
05/11/21,26.51,1.59,18.8,86.94,8.09,100.49,6.36
06/11/21,26.48,1.45,18.74,86.62,2.49,100.4,6.17
07/11/21,26.72,1.53,18.49,84.69,5.45,100.35,6.21
08/11/21,26.37,1.79,18.86,87.75,9.36,100.31,6.28
09/11/21,26.01,1.68,18.74,88.94,11.81,100.39,6.41
10/11/21,25.93,1.66,18.43,88.31,6.04,100.47,6.35
11/11/21,26.05,1.44,18.68,88.5,12.16,100.49,6.2
12/11/21,26.61,1.16,18.68,86.06,11.37,100.33,6.22
13/11/21,26.37,1.59,19.17,89,5.64,100.33,6.34
14/11/21,26.35,1.31,18.68,87.25,3.72,100.47,6.36
15/11/21,26.48,1.48,18.74,86.75,2.47,100.5,6.21
16/11/21,26.18,2.34,18.86,88.75,3.99,100.41,6.2
17/11/21,26.51,1.38,18.49,85.44,3.9,100.32,6.31
18/11/21,26.07,1.29,18.68,88.38,4.66,100.4,6.16
19/11/21,26.9,1.53,19.04,86.06,2.51,100.42,6.19
20/11/21,27.18,1.55,19.1,85,3.06,100.36,5.89
21/11/21,26.87,1.73,19.17,86.62,4.75,100.29,6.04
22/11/21,26.49,2,19.04,88,4.02,100.41,6.09
23/11/21,26.25,1.76,18.68,87.62,4.12,100.53,6.11
24/11/21,26.83,1.2,18.68,84.62,1.73,100.46,6.04
25/11/21,26.88,1.64,18.92,85.62,2.28,100.37,6.09
26/11/21,26.74,1.69,18.98,86.69,2.02,100.42,6.03
27/11/21,26.44,1.1,18.74,87,3.14,100.46,6.07
28/11/21,26.19,1.55,18.37,86.62,1.68,100.47,6.11
29/11/21,26.39,2.2,18.62,86.75,2.35,100.47,6.02
30/11/21,26.49,2.19,18.01,83.56,0.64,100.51,5.91
01/12/21,27.23,1.31,18.37,81.69,1.91,100.4,5.89
02/12/21,27.01,1.66,19.17,85.88,0.32,100.33,5.62
03/12/21,27.14,1.45,18.92,84.5,0.18,100.36,5.79
04/12/21,27.55,1.43,19.17,83.5,0.29,100.42,5.92
05/12/21,27.12,1.48,19.35,86.25,0.73,100.47,5.35
06/12/21,26.87,2.02,19.53,88.38,0.49,100.47,4.8
07/12/21,27.53,1.52,19.17,83.62,1.16,100.47,5.09
08/12/21,27.26,1.76,19.41,85.81,2.02,100.49,5.4
09/12/21,27.48,1.66,19.53,85.38,1.07,100.29,5.02
10/12/21,27.73,1.31,19.1,82.5,1.71,100.23,5.31
11/12/21,27.57,1.54,19.04,82.94,1.16,100.22,5.14
12/12/21,27.53,1.21,19.04,83.12,2.35,100.3,4.88
13/12/21,27.13,1.55,19.53,86.94,4.14,100.32,4.5
14/12/21,26.94,1.99,19.23,86.5,1.38,100.29,4.84
15/12/21,27.28,1.48,18.8,83.31,0.88,100.29,5.37
16/12/21,27.57,1.06,18.37,80.19,1.65,100.37,5.46
17/12/21,27.04,1.52,18.13,81.44,0.55,100.45,5.59
18/12/21,27.4,1.54,18.55,81.75,0.63,100.41,5.34
19/12/21,27.19,1.52,17.46,78.06,0.55,100.39,5.27
20/12/21,26.73,1.37,16.42,75.25,0.15,100.42,5.02
21/12/21,26.76,1.53,14.65,67.56,0.06,100.44,4.89
22/12/21,26.92,1.82,15.69,71.19,2.76,100.48,5.25
23/12/21,26.65,1.34,16.05,74.31,2.27,100.37,5.01
24/12/21,27.03,1.57,18.43,82.81,2.79,100.33,5.12
25/12/21,27.23,1.65,19.04,84.44,11.94,100.41,5.16
26/12/21,27.78,1.28,18.55,80.19,6.28,100.38,5.43
27/12/21,27.36,0.77,18.62,82.06,4.27,100.46,5.07
28/12/21,26.57,1.37,18.49,85.38,3.17,100.52,5.16
29/12/21,26.01,1.91,17.76,84.81,0.83,100.54,5.04
30/12/21,27.6,1.06,17.88,78.19,2.35,100.4,5.41
31/12/21,26.94,1.56,18.92,85.56,3.55,100.46,5.23
